Division,Club,Possession,Player,Best Pos,Sec. Position,Age,Height,Left Foot,Right Foot,Rating,PoM,Minutes,Goals,Mins/Gl,Goals per 90 minutes,xG,NP-xG,xG-OP,xG/90,Conv %,xG/shot,Shot/90,ShT/90,Shots From Outside The Box Per 90 minutes,Shot %,Goals From Outside The Box,Pens,Pen/R,Assists,Asts/90,xA,xA/90,Pas %,Ps A/90,Ch C/90,OP-KP/90,Pr passes/90,Crs A/90,Cr C/90,Cr C/A,OP-Crs A/90,OP-Crs C/90,OP-Cr %,Drb/90,Fouls Against,Off,Poss Lost/90,Poss Won/90,Tck/90,Int/90,Pres A/90,Tck R,Tck A,K Tck,Blk/90,Clr/90,Shts Blckd/90,Fouls Made,Yel,Red cards,Dist/90,Sprints/90,Recurring Injury,Injury Susceptibility,Aer A/90,Hdr %,K Hdrs/90,Clean Sheets,xGP,MLG,Sv %,Svh,Svp,Svt,Goals Conceded,Pens Faced,Pens Saved Ratio,Tgls/90,Tcon/90
First Division,Atlético Pamplona,0.5,Javi Galán,D (L),,32,"5'8""",Very Strong,Weak,6.89,0,1293,0,0,0,0.61,0.61,-0.61,0,0%,0.1016666667,0.4,0.3,0.3,67%,0,0,0,1,0.1,1.76,0.1,92%,60.8,0.1,1,7.3,3.7,0.6,15,1.9,0.3,18,1.3,18,5,13.4,13.2,2,2.2,7.1,74,39,0,0.5,0.3,0.2,17,0,0,11.5,17.3,No recurring injuries,Low,3,37,0,0,0,0,0,0,0,0,0,0,0,1.2,1.1
Second Division,Coruña,0.5,Miguel Loureiro,D (R),WB (R),30,"5'11""",Weak,Very Strong,6.79,0,1315,0,0,0,1.6,1.6,-1.6,0.1,0%,0.1777777778,0.6,0,0,0%,0,0,0,1,0.1,1.53,0.1,89%,44.6,0.3,0.7,3.4,0.9,0.1,7,0.9,0.1,8,0.1,3,1,5.1,12.5,0.6,3,3.2,60,15,2,0.5,1.4,0.6,7,3,0,10.7,6.6,No recurring injuries,Below Average,3.5,55,0.8,0,0,0,0,0,0,0,0,0,0,0.8,1.2
First Division,Granada,0.42,Gerard Gumbau,DM,,31,"6'2""",Very Strong,Reasonable,6.84,1,1208,0,0,0,0.04,0.04,-0.04,0,0%,0.02,0.1,0.1,0.1,50%,0,0,0,5,0.4,1.71,0.1,88%,53.2,0.4,0.8,6,3.1,0.7,23,0.1,0.1,50,0.2,5,1,6.3,15.1,1.5,2.7,5.4,74,27,0,0.4,0.7,0.1,10,0,0,11.2,11.5,No recurring injuries,Below Average,2.5,79,0.3,0,0,0,0,0,0,0,0,0,0,1,1.9
Second Division,Málaga,0.57,Toni Lato,D (L),,29,"5'8""",Very Strong,Weak,6.9,1,1153,0,0,0,0.13,0.13,-0.13,0,0%,0.065,0.2,0.1,0.1,50%,0,0,0,2,0.2,2.06,0.2,87%,57.1,0.2,1.1,7.7,3.4,0.5,16,2.8,0.4,14,1,16,1,12.3,15.1,1.9,3.3,7.3,89,27,0,0.3,1.1,0.5,24,1,0,11.6,17.3,No recurring injuries,Below Average,3.8,53,0.2,0,0,0,0,0,0,0,0,0,0,1.5,0.8
First Division,A. Bilbao,0.61,Unai Simón,GK,,29,"6'3""",Reasonable,Very Strong,6.79,1,1800,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,92%,23.9,0,0,0.1,0,0,0,0,0,0,0,4,0,3.6,6.2,0.1,0.1,0,100,1,0,0,0.9,0,0,0,0,6.1,0.1,No recurring injuries,Below Average,0,0,0,5,2.11,1,76,18,41,12,25,1,100,1.8,1.2
Second Division,Tenerife,0.44,José León,D (C),,31,"6'1""",Very Strong,Weak,6.78,0,1645,0,0,0,0.78,0.78,-0.78,0,0%,0.195,0.2,0,0.1,0%,1,0,0,0,0,0.98,0.1,92%,40.8,0,0.1,1.5,0,0,0,0,0,0,0.1,3,0,3.5,13.3,0.4,3.3,2.1,89,9,1,0.5,0.6,1.1,11,4,0,10,3.7,No recurring injuries,Average,3.8,77,0.7,0,0,0,0,0,0,0,0,0,0,1,1.4
Second Division,Valladolid,0.54,Miquel Parera,GK,,30,"5'11""",Weak,Very Strong,6.59,0,1599,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,64%,24.5,0,0,0.2,0,0,0,0,0,0,0,4,0,7.8,5,0,0,0,0,3,0,0,3.4,0,0,0,0,5.3,0,No recurring injuries,Average,0,0,0,4,-8.03,0,62,9,22,6,24,3,0,1.5,1.4
Second Division,F.C. Andorra,0.45,Diego Alende,D (C),DM,29,"6'0""",Fairly Strong,Very Strong,6.74,1,1430,0,0,0,1.21,1.21,-1.21,0.1,0%,0.15125,0.5,0.1,0.1,13%,0,0,0,0,0,0.16,0,92%,43.2,0,0.1,2,0.1,0,0,0.1,0,0,0.1,2,0,4.1,16,0.7,2.6,3.3,85,13,1,0.7,1.4,0.7,10,2,0,9.8,5.5,No recurring injuries,Below Average,3.4,56,0.4,0,0,0,0,0,0,0,0,0,0,0.9,1.3
Second Division,Córdoba,0.5,Christian Carracedo,AM (R),,30,"5'10""",Weak,Very Strong,7.22,4,1440,0,0,0,5.55,5.55,-5.55,0.3,0%,0.1233333333,2.8,1.2,0.7,44%,1,0,0,3,0.2,3.8,0.2,89%,45.2,0.5,2.1,3.5,3.8,0.9,25,3.2,0.9,27,5.2,20,2,16.9,5.8,1.6,1.9,10.3,76,33,1,0.2,0.6,0,18,1,0,11.3,16.6,No recurring injuries,Low,3.6,35,0.1,0,0,0,0,0,0,0,0,0,0,1.2,1.2
First Division,Atlético Pamplona,0.5,Alejandro Catena,D (C),,32,"6'4""",Weak,Very Strong,6.88,1,1063,0,0,0,0.45,0.45,-0.45,0,0%,0.15,0.3,0.2,0.1,67%,0,0,0,0,0,0.11,0,93%,51.7,0.2,0.2,2.1,0,0,0,0,0,0,0,1,0,2.9,14.3,0.6,3.4,2.9,78,9,2,0.4,0.9,0.3,5,2,0,10.2,4.3,No recurring injuries,Below Average,4.9,66,0.8,0,0,0,0,0,0,0,0,0,0,1.4,1.3
Second Division,R. Santander,0.51,Jokin Ezkieta,GK,,30,"6'4""",Weak,Very Strong,6.88,2,1620,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,85%,23.6,0,0.1,0.1,0,0,0,0,0,0,0,5,0,7.6,3.9,0,0,0,0,1,0,0,2.5,0,1,1,0,5.3,0,No recurring injuries,Average,0,0,0,5,7.44,1,73,13,25,8,17,1,0,1.2,0.9
Second Division,Tenerife,0.44,Nacho Gil,AM (L),M/AM (R),31,"5'7""",Reasonable,Very Strong,6.76,0,1216,0,0,0,1.39,1.39,-1.39,0.1,0%,0.139,0.7,0,0.2,0%,0,0,0,3,0.2,5.27,0.4,88%,44.6,0.5,1.8,5,5.7,1.3,23,2.6,0.7,26,2.7,12,2,15.1,5.2,1.8,1.9,9.3,83,29,0,0.4,0.4,0,24,1,0,11.7,12.2,No recurring injuries,Above Average,2.2,13,0,0,0,0,0,0,0,0,0,0,0,1.2,1.3
Second Division,Leganés,0.5,Juan Soriano,GK,,29,"6'1""",Very Strong,Weak,6.95,5,1530,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,77%,24.1,0,0,0,0,0,0,0,0,0,0,2,0,7.8,3.5,0,0,0,0,1,0,0,1.9,0,0,0,0,6.7,0,No recurring injuries,Below Average,0,0,0,6,7.53,0,81,23,29,9,14,1,0,1,0.8
Second Division,Albacete,0.41,Jesús Vallejo,D (C),,29,"6'0""",Reasonable,Very Strong,6.99,2,1244,0,0,0,0.29,0.29,-0.29,0,0%,0.0725,0.3,0.1,0.2,25%,1,0,0,1,0.1,0.63,0,94%,40.8,0,0.1,1.9,0,0,0,0,0,0,0,3,0,3,15.8,0.6,2,3.5,67,12,3,0.7,1.5,0.7,9,2,0,9.4,3.3,No recurring injuries,High,4.9,85,0.9,0,0,0,0,0,0,0,0,0,0,1.2,1.2
First Division,Oviedo,0.45,Aarón Escandell,GK,,31,"6'2""",Weak,Very Strong,6.31,0,1350,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,91%,23.6,0,0,0.1,0,0,0,0,0,0,0,4,0,5.8,4.9,0,0.1,0,0,4,0,0,1.5,0,0,0,0,5.5,0,No recurring injuries,Below Average,0,0,0,2,-10.6,0,63,24,23,6,31,4,0,1.1,2.1
First Division,Oviedo,0.45,David Costas,D (C),,31,"6'0""",Reasonable,Very Strong,6.5,0,1243,0,0,0,0.41,0.41,-0.41,0,0%,0.06833333333,0.4,0.1,0.2,17%,1,0,0,1,0.1,1.05,0.1,92%,50.1,0.1,0.2,2.2,0,0,0,0,0,0,0,2,0,2.7,14.6,0.3,3.3,2.5,80,5,2,0.9,0.7,0.9,4,2,0,9.7,4.1,No recurring injuries,Below Average,3.8,69,0.2,0,0,0,0,0,0,0,0,0,0,1,2.1
Second Division,Córdoba,0.5,Carlos Albarrán,D (R),D (L),32,"6'1""",Weak,Very Strong,7.06,0,1405,0,0,0,0.8,0.8,-0.8,0.1,0%,0.08888888889,0.6,0.1,0.1,11%,0,0,0,2,0.1,3.77,0.2,90%,54.7,0.3,1,8,1.5,0.3,16,1.5,0.3,17,1,8,2,12.1,11.4,1.9,3.5,7.7,75,40,1,0.4,0.8,0.5,30,6,0,12,16.7,No recurring injuries,Low,6,78,0.6,0,0,0,0,0,0,0,0,0,0,1.2,1.1
First Division,Sevilla,0.43,Antonio Sivera,GK,,30,"6'1""",Weak,Very Strong,6.71,0,1350,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,78%,22.3,0,0,0,0,0,0,0,0,0,0,7,0,6.7,3.3,0,0,0,0,2,0,0,1.7,0,1,1,0,5.4,0,No recurring injuries,Above Average,0,0,0,4,0.24,0,78,20,38,11,19,2,0,1.2,1.3
Second Division,Huesca,0.53,Joaquín,D (C),,30,"6'3""",Very Strong,Reasonable,6.84,1,1423,0,0,0,0.4,0.4,-0.4,0,0%,0.04444444444,0.6,0.2,0.3,33%,1,0,0,0,0,0.68,0,89%,41.8,0.1,0.1,1.8,0.1,0,0,0.1,0,0,0.1,0,0,2.9,17.1,0.6,3.5,3.2,83,12,2,0.6,1,0.7,3,0,1,9.9,3.2,No recurring injuries,Average,5.6,70,0.9,0,0,0,0,0,0,0,0,0,0,0.9,0.8
Serie A,AS Roma,0.5,Mario Hermoso,D (C),D (L),31,"6'0""",Very Strong,Reasonable,6.88,0,1838,0,0,0,0.3,0.3,-0.3,0,0%,0.075,0.2,0,0.1,25%,0,0,0,1,0,0.6,0,95%,55.8,0.1,0.3,3.6,0,0,100,0,0,100,0,4,1,3.5,14.5,0.5,2.6,2.4,67,15,2,0.7,1.2,0.3,17,4,2,10.6,5.8,No recurring injuries,Average,4.5,75,0.9,0,0,0,0,0,0,0,0,0,0,1.3,1.3
First Division,Atlético Pamplona,0.5,Iker Muñoz,DM,,24,"5'10""",Fairly Strong,Very Strong,6.95,0,1094,0,0,0,0.64,0.64,-0.64,0.1,0%,0.1066666667,0.5,0,0.1,0%,0,0,0,2,0.2,3.17,0.3,91%,58.4,0.2,1.1,4.1,0.1,0,0,0.1,0,0,0.3,10,0,7.2,12.3,1.2,2.4,6.1,82,17,1,0.6,0.9,0.2,4,0,0,10.7,9.9,No recurring injuries,Low,1.3,25,0,0,0,0,0,0,0,0,0,0,0,1.4,1.1
Second Division,Espanyol,0.57,Fernando Calero,D (C),,31,"6'0""",Fairly Strong,Very Strong,6.94,0,1505,0,0,0,0.78,0.78,-0.78,0,0%,0.078,0.6,0.1,0.2,20%,0,0,0,1,0.1,0.41,0,95%,45.5,0,0.3,2.8,0.1,0,0,0.1,0,0,0,4,0,3.8,15.2,0.5,2.9,2.6,89,9,3,0.5,0.9,0.5,7,2,0,9.9,3.9,No recurring injuries,Below Average,4.4,66,0.8,0,0,0,0,0,0,0,0,0,0,1.1,1
First Division,Granada,0.42,Luca Zidane,GK,,28,"6'0""",Reasonable,Very Strong,6.26,0,1260,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,77%,24.6,0,0,0.3,0,0,0,0,0,0,0,7,0,8.4,4.3,0,0,0,0,1,0,0,3.7,0,0,0,0,5.1,0,No recurring injuries,Average,0,0,0,1,2.28,1,70,12,33,18,27,1,0,1,1.9
Second Division,Tarragona,0.51,Sergio Camus,D (R),D (L),29,"5'9""",Fairly Strong,Very Strong,6.75,0,1242,0,0,0,1.5,1.5,-1.5,0.1,0%,0.1666666667,0.7,0.2,0.1,33%,0,0,0,1,0.1,0.62,0,90%,51.8,0,1.4,7,2.3,0.4,15,2.3,0.4,16,0.5,10,3,14.1,8.2,1.7,3,8.1,75,32,0,0.3,1.2,0.9,9,0,0,11.3,15.8,No recurring injuries,Below Average,4.1,55,0.6,0,0,0,0,0,0,0,0,0,0,1.3,1.4
First Division,Getafe,0.38,Juan Iglesias,D (R),D (C),28,"6'1""",Weak,Very Strong,6.66,0,1091,0,0,0,0.2,0.2,-0.2,0,0%,0.2,0.1,0,0,0%,0,0,0,0,0,1.56,0.1,83%,47.7,0,1.5,5.1,5.9,1.2,20,5.9,1.2,21,2.8,8,6,18.6,7.4,1.7,2.6,9.7,78,27,0,0.3,0.3,0.6,22,2,0,11.7,24.1,No recurring injuries,Average,3.5,65,0.6,0,0,0,0,0,0,0,0,0,0,1,1.5
Second Division,Almería,0.5,Iddrisu Baba,DM,M (C),30,"6'0""",Reasonable,Very Strong,7.02,0,1499,0,0,0,0.67,0.67,-0.67,0,0%,0.1116666667,0.4,0,0.2,0%,0,0,0,1,0.1,0.49,0,91%,52.9,0.1,0.5,4,0.2,0,0,0.2,0,0,0.1,8,3,7,16.6,1.4,2.3,5.7,85,27,0,0.4,0.5,0.3,20,2,0,12,12.4,No recurring injuries,Average,2.9,59,0.7,0,0,0,0,0,0,0,0,0,0,1.3,1
First Division,Girona,0.57,Fran Beltrán,DM,,27,"5'5""",Reasonable,Very Strong,6.89,1,1171,0,0,0,0.97,0.97,-0.97,0.1,0%,0.1077777778,0.7,0.2,0.4,33%,0,0,0,1,0.1,0.99,0.1,93%,65,0,0.7,6.5,0.2,0.2,66,0.1,0,0,0.2,8,0,5.8,12.8,1.2,2.6,6.9,88,17,3,0.6,1.1,0,3,0,0,11.2,12.8,No recurring injuries,Below Average,0.9,33,0,0,0,0,0,0,0,0,0,0,0,1.7,1.2
Second Division,Almería,0.5,Alejandro Pozo,D (R),M (R),27,"5'9""",Reasonable,Very Strong,6.81,0,1469,0,0,0,0.54,0.54,-0.54,0,0%,0.135,0.2,0.1,0.1,25%,0,0,0,0,0,0.76,0,88%,61.1,0,0.6,7.5,1.1,0.1,11,1.1,0.1,11,1.5,12,1,14,12.4,1.9,2.8,7.5,91,34,1,0.5,0.7,0.4,16,1,0,11.7,14.5,No recurring injuries,Above Average,2.5,27,0.1,0,0,0,0,0,0,0,0,0,0,1.3,1.1
Ligue 1 McDonald's,Saint-Étienne,0.5,Óscar,AM (C),M (C),28,"5'9""",Reasonable,Very Strong,6.68,0,1111,0,0,0,1.44,1.44,-1.44,0.1,0%,0.06857142857,1.7,0.8,0.9,48%,1,0,0,3,0.2,2.02,0.2,86%,40.3,0.5,2,2.8,8.9,0.8,9,1,0,0,1.3,8,3,20.2,7.9,0.6,1.8,4.9,100,7,0,0.2,0.3,0.1,6,0,0,11.1,9.6,No recurring injuries,High,2.9,14,0,0,0,0,0,0,0,0,0,0,0,0.6,1.3
Second Division,Málaga,0.57,Álex Martín,D (C),,28,"6'0""",Weak,Very Strong,6.91,1,1461,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0.49,0,92%,41.3,0.1,0,1.7,0,0,0,0,0,0,0,1,2,3.3,15.3,0.4,2.7,2.2,86,7,0,0.4,0.7,0.4,11,3,0,9.5,2.8,No recurring injuries,Below Average,5.2,76,1.9,0,0,1,0,0,0,0,0,0,0,1.5,0.7
First Division,Burgos,0.35,Sergio González,D (C),,29,"6'0""",Weak,Very Strong,6.45,0,1201,0,0,0,0.42,0.42,-0.42,0,0%,0.14,0.2,0,0,0%,0,0,0,0,0,0,0,92%,42.6,0.1,0.1,2.1,0.1,0,0,0.1,0,0,0,2,1,4.5,9.1,0.5,2.8,2.7,64,11,2,0.5,1.4,0.7,6,0,0,10.5,3.8,No recurring injuries,Above Average,4,55,0.5,0,0,0,0,0,0,0,0,0,0,1.1,1.9
Second Division,F.C. Andorra,0.45,Sergio Molina,DM,,30,"5'10""",Fairly Strong,Very Strong,6.96,0,1361,0,0,0,1.45,1.45,-1.45,0.1,0%,0.1611111111,0.6,0.1,0.3,22%,0,0,0,2,0.1,3.3,0.2,91%,52.8,0.4,0.9,6,0.1,0,0,0.1,0,0,0.1,8,0,6.4,13,1,3.1,5.7,71,21,0,0.6,1.1,0.2,11,1,0,11.9,10.8,No recurring injuries,Below Average,2,33,0.1,0,0,0,0,0,0,0,0,0,0,1.1,1.2
First Division,Villarreal,0.53,Santi Comesaña,M (C),,30,"6'0""",Fairly Strong,Very Strong,6.96,1,1315,0,0,0,0.4,0.4,-0.4,0,0%,0.08,0.3,0.1,0.1,40%,0,0,0,1,0.1,1.03,0.1,93%,63.8,0.1,0.6,6.9,0.1,0,0,0.1,0,0,0.1,5,0,6.3,12.7,1,2.3,6.6,83,18,1,0.4,0.9,0.1,12,3,0,11.9,13.2,No recurring injuries,Average,3.1,60,0.7,0,0,0,0,0,0,0,0,0,0,1.4,1.6
Second Division,Córdoba,0.5,Rubén Alves,D (C),,32,"6'0""",Very Strong,Weak,6.87,0,1596,0,0,0,0.21,0.21,-0.21,0,0%,0.07,0.2,0,0.1,0%,0,0,0,0,0,1.38,0.1,92%,43.6,0,0.2,2,0.1,0.1,50,0.1,0.1,50,0.1,5,0,3.6,14.2,0.4,3.2,2.2,78,9,3,1,1.1,0.8,5,1,0,10,5,No recurring injuries,Average,3.2,68,0.2,0,0,0,0,0,0,0,0,0,0,1.2,1.1
Second Division,Huesca,0.53,Jaime Seoane,M (C),AM (C),29,"5'9""",Fairly Strong,Very Strong,7.01,2,1286,0,0,0,0.78,0.78,-0.78,0.1,0%,0.07090909091,0.8,0.1,0.4,9%,2,0,0,2,0.1,1.6,0.1,91%,57.5,0.1,0.9,6.4,0.2,0,0,0.2,0,0,0.2,16,0,4.6,17.2,1.4,1.9,5.2,77,26,1,0.5,0.7,0.1,7,1,0,11.3,11.3,No recurring injuries,Below Average,1.8,19,0.2,0,0,0,0,0,0,0,0,0,0,0.8,0.9
First Division,Oviedo,0.45,Dani Calvo,D (C),,32,"6'3""",Reasonable,Very Strong,6.81,0,1350,0,0,0,0.51,0.51,-0.51,0,0%,0.102,0.3,0.1,0.1,40%,0,0,0,0,0,0.31,0,93%,45.5,0.1,0.1,1.5,0.1,0,0,0.1,0,0,0.1,2,0,3.9,10.2,1.2,1.7,2.7,95,19,2,0.7,1.6,0.3,6,0,0,10.2,3.6,No recurring injuries,Below Average,4.3,81,1,0,0,0,0,0,0,0,0,0,0,1.1,2.1
Premier League,Man City,0.56,Rodri,DM,D (C),30,"6'3""",Fairly Strong,Very Strong,6.94,0,1500,0,0,0,0.73,0.73,-0.73,0,0%,0.0228125,1.9,0.7,1.6,34%,0,0,0,2,0.1,1.03,0.1,92%,51.1,0.2,0.7,7.7,0.1,0.1,100,0.1,0.1,100,0,4,1,4.7,7.6,0.7,2.2,2.8,69,16,0,0.4,0.5,0.3,8,1,0,12.1,11,No recurring injuries,Below Average,4.7,70,1.4,0,0,0,0,0,0,0,0,0,0,3.1,1.1
Premier League,Aston Villa,0.54,Pau Torres,D (C),,29,"6'3""",Very Strong,Reasonable,7,0,1440,0,0,0,0.27,0.27,-0.27,0,0%,0.135,0.1,0,0.1,0%,0,0,0,1,0.1,0.1,0,94%,65.2,0,0.2,4.4,0,0,0,0,0,0,0.2,2,0,4.4,9.9,0.8,3.4,2.9,75,16,0,1,0.9,1,3,0,0,10.8,6.4,No recurring injuries,High,6.7,81,2.5,0,0,2,0,0,0,0,0,0,0,1.4,1.5
Serie A,Blu-neri,0.5,Andrei Raţiu,D (R),,28,"6'0""",Reasonable,Very Strong,7.33,3,1217,0,0,0,0.06,0.06,-0.06,0,0%,0.03,0.1,0,0.1,0%,0,0,0,2,0.1,2.26,0.2,89%,46.8,0.4,2.1,5.9,8.1,1.3,15,8.1,1.3,16,3,11,1,18.3,10.9,3.1,3.4,11.4,91,46,5,0.7,1,0.3,21,3,1,12.9,26.2,No recurring injuries,Low,3.5,55,0.3,0,0,0,0,0,0,0,0,0,0,1.9,0.4
Second Division,Albacete,0.41,Carlos Neva,D (L),M/AM (L),30,"5'9""",Very Strong,Weak,7.14,0,1520,0,0,0,0.23,0.23,-0.23,0,0%,0.115,0.1,0,0.1,0%,0,0,0,2,0.1,2.67,0.2,85%,57.8,0.2,1.5,8.2,4.4,1.1,25,2.7,0.8,28,0.8,18,1,15.4,9.9,2.4,3,7.9,89,45,2,0.5,1.2,0.9,23,3,0,11.8,15.8,No recurring injuries,Average,2.7,57,0.4,0,0,0,0,0,0,0,0,0,0,0.8,1.2
First Division,Real San Sebastián,0.5,Igor Zubeldia,D (C),DM,29,"5'11""",Fairly Strong,Very Strong,6.82,2,1584,0,0,0,0.93,0.93,-0.93,0.1,0%,0.155,0.3,0.1,0.1,33%,1,0,0,1,0.1,1.28,0.1,93%,54.8,0,0.2,2.3,0.1,0,0,0.1,0,0,0.1,4,0,2.8,17.2,0.7,2.7,3.5,59,22,7,0.5,1,0.5,17,5,1,9.8,5.3,No recurring injuries,Below Average,3.4,56,0.2,0,0,0,0,0,0,0,0,0,0,1.3,1.1
First Division,Real Hispalis,0.53,Júnior Firpo,D (L),,30,"6'0""",Very Strong,Reasonable,6.86,0,1297,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,1,0.1,2.16,0.1,90%,60,0.3,1.3,8.4,1.5,0.3,18,1.5,0.3,18,0.6,15,2,14.2,13.9,2.1,3.4,8.3,83,36,0,0.2,1,0.2,16,0,0,11.1,15.9,No recurring injuries,High,3.5,60,0.5,0,0,0,0,0,0,0,0,0,0,1.6,0.8
First Division,Real San Sebastián,0.5,Álex Remiro,GK,,31,"6'4""",Reasonable,Very Strong,6.88,2,1440,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,79%,25.8,0,0,0,0,0,0,0,0,0,0,4,0,4.9,5.1,0,0,0,0,1,0,0,1.6,0,0,0,0,6.2,0.1,No recurring injuries,Low,0,0,0,6,0.44,1,75,12,24,11,16,1,0,1.1,1
First Division,Levante,0.39,Carlos Álvarez,AM (R),M (RC),23,"5'6""",Very Strong,Reasonable,6.49,0,1198,0,0,0,0.71,0.71,-0.71,0.1,0%,0.06454545455,0.8,0.3,0.3,36%,0,0,0,2,0.2,3.33,0.3,92%,12.6,0.5,0.8,1.5,5.1,0.5,8,0.7,0.1,11,0.5,10,1,9.9,9.7,0.7,0.2,1.5,90,10,0,0,0,0,2,0,0,2.7,3.2,No recurring injuries,Average,0.6,13,0,0,0,0,0,0,0,0,0,0,0,0.5,1.7
Second Division,R. Santander,0.51,Aritz Aldasoro,DM,,27,"5'9""",Weak,Very Strong,6.92,0,1251,0,0,0,1.22,1.22,-1.22,0.1,0%,0.1355555556,0.6,0.1,0.2,11%,0,0,0,2,0.1,2.4,0.2,90%,54.2,0.3,0.6,4,0.3,0,0,0.3,0,0,0.2,4,0,6.9,12.9,1.5,2.3,7.1,78,27,0,0.3,0.7,0.1,13,2,0,11.6,11.6,No recurring injuries,Below Average,2.1,55,0.1,0,0,0,0,0,0,0,0,0,0,1.3,0.9
Ligue 2 BKT,Red Star FC,0.39,Pierre Lemonnier,D (C),,33,"6'0""",Weak,Very Strong,6.75,0,1004,0,0,0,0.13,0.13,-0.13,0,0%,0.04333333333,0.3,0,0.1,0%,0,0,0,0,0,0.07,0,89%,41.1,0,0.2,1.6,0,0,0,0,0,0,0,0,0,4.8,11.9,0.3,3.7,2.5,43,7,2,0.9,1.3,1.7,8,1,0,9,3.4,No recurring injuries,Above Average,4.3,60,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0.9
Serie A,Sampdoria,0.5,Jordan Ferri,M (C),,34,"5'8""",Weak,Very Strong,6.33,0,1413,0,0,0,0.02,0.02,-0.02,0,0%,0.02,0.1,0.1,0,100%,0,0,0,0,0,1.17,0.1,93%,25.7,0.1,0.3,2.4,0,0,0,0,0,0,0.1,13,0,14.8,7.2,0.6,1.3,2.9,91,11,2,0.5,0.4,0.2,13,6,0,5.1,4.5,No recurring injuries,Very Low,0.5,38,0,0,0,0,0,0,0,0,0,0,0,0.7,1.6
Bundesliga 2,1. FC Saarbrücken,0.5,Joel Bichsel,D (C),D/WB (L),24,"6'4""",Very Strong,Weak,6.82,0,1350,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0.29,0,88%,42.6,0.1,0.2,2.5,0.3,0,0,0.3,0,0,0.1,5,0,6.1,12.3,0.8,2.6,2.7,80,15,2,0.6,1.3,1.7,12,3,0,10.6,6.4,No recurring injuries,Below Average,5.4,72,1.2,0,0,0,0,0,0,0,0,0,0,0.6,1.3
Ligue 2 BKT,FC Nantes,0.59,Chidozie Awaziem,D (C),D (R),29,"6'2""",Reasonable,Very Strong,6.91,0,1002,0,0,0,1.11,1.11,-1.11,0.1,0%,0.1009090909,1,0.4,0.4,36%,1,0,0,0,0,0.92,0.1,90%,42.1,0.1,0.1,1.5,0.1,0,0,0.1,0,0,0.1,3,0,2.2,19,0.4,3.1,2.9,80,5,1,0.7,1,0.5,6,3,0,9.4,3.9,No recurring injuries,Below Average,5.6,65,1.3,0,0,0,0,0,0,0,0,0,0,1.8,0.7
Second Division,Zaragoza,0.48,Ricardo Velho,GK,,28,"6'2""",Reasonable,Very Strong,6.71,2,1350,0,0,0,0,0,0,0,0%,0,0,0,0,0%,0,0,0,0,0,0,0,85%,24.8,0,0,0,0,0,0,0,0,0,0,5,0,8.2,3.9,0,0,0,0,1,0,0,1.1,0,1,1,0,6.1,0,No recurring injuries,Below Average,0,0,0,5,7.25,1,79,16,25,10,13,1,0,1,0.9
Premier League,Arouca,0.51,Pedro Santos,DM,,26,"6'0""",Very Weak,Very Weak,6.7,0,1017,0,0,0,1.32,1.32,-1.32,0.1,0%,0.22,0.5,0.1,0.1,17%,0,0,0,4,0.4,2.2,0.2,91%,49.1,0.1,1.1,4.8,0.1,0,0,0.1,0,0,0.1,6,0,5.8,12.7,1.6,2.5,6.5,95,19,0,0.5,0.8,0.3,11,0,0,10.3,8.9,No recurring injuries,Average,2,30,0.1,0,0,0,0,0,0,0,0,0,0,1.3,0.9
First Division,Villarreal,0.53,Renato Veiga,D (L),"D (L), DM",23,"6'3""",Very Strong,Fairly Strong,6.89,0,1454,0,0,0,0.3,0.3,-0.3,0,0%,0.1,0.2,0.1,0.1,33%,0,0,0,0,0,0.25,0,94%,50,0.1,0.1,2.6,0,0,0,0,0,0,0.1,4,0,2.3,17.6,0.4,3,2.4,60,10,3,0.5,0.6,0.6,12,5,0,10.2,5,No recurring injuries,Average,3.4,73,0.5,0,0,0,0,0,0,0,0,0,0,1.4,1.5
Premier League,Moreirense,0.44,Gilberto Batista,D (C),DM,22,"6'2""",Very Weak,Very Weak,6.73,0,1080,0,0,0,0.59,0.59,-0.59,0,0%,0.1475,0.3,0.1,0,25%,0,0,0,0,0,0.06,0,91%,40.9,0,0.1,1.8,0,0,0,0,0,0,0,4,0,5.2,10,0.5,3.6,2.2,86,7,1,0.5,0.8,0.2,9,2,0,10.8,5.3,No recurring injuries,Average,5.6,69,1.2,0,0,0,0,0,0,0,0,0,0,0.8,1
